file_name,fpga_usbSpeed,fpga_devID,fpga_serialNumber,fpga_bitfile_version,fpga_bitfile_md5,pipe_return,speed_MBs
20230120-073725,3,Opal Kelly XEM7310,2042000UOB,3,e80e005b0fd5fdbf75ddedb5e5b43a04,234881024,312
